track_name,artist_name,artist_pop,artist_genres,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_pop
When We Feel Young,When Chai Met Toast,49,"['folk-pop', 'indian indie']",When We Feel Young,0.573,0.7,-6.661,0.0271,0.267,0.0187,0.117,0.317,87.508,266393,4,50
O Sanam,Lucky Ali,57,"['desi pop', 'filmi', 'modern bollywood']",Sunoh,0.76,0.555,-10.165,0.0465,0.409,0.213,0.0822,0.52,98.066,223028,4,64
Tune Kaha,Prateek Kuhad,62,"['desi pop', 'folk-pop', 'hindi indie', 'indian singer-songwriter']",Tune Kaha,0.362,0.763,-8.514,0.0589,0.015,0.00481,0.237,0.431,187.291,216886,4,56
Khudi,The Local Train,54,"['desi pop', 'filmi', 'hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Khudi - Single,0.646,0.8,-6.98,0.0424,0.014,0.000144,0.102,0.619,127.046,296563,4,36
Pahadon Mein,Salman Elahi,37,['indian singer-songwriter'],Shaan,0.776,0.477,-10.049,0.0308,0.592,0.000184,0.105,0.774,115.008,225391,4,56
Baaraat,Ritviz,61,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm']",Baaraat,0.678,0.449,-9.379,0.0869,0.477,0.0,0.536,0.606,100.033,222096,4,67
Khoya,Zariya,35,"['hindi indie', 'indian singer-songwriter']",Khoya,0.609,0.539,-8.087,0.0284,0.138,0.00014,0.286,0.413,99.995,178198,4,54
"Dil Beparvah - The Dewarists, Season 5",Ankur Tewari,53,"['indian indie', 'indian rock', 'indian singer-songwriter', 'modern bollywood', 'pakistani pop']","Dil Beparvah (The Dewarists, Season 5)",0.762,0.391,-11.735,0.0337,0.867,0.000521,0.112,0.355,137.956,250000,3,55
intezaar,Zaeden,58,"['desi pop', 'hindi indie', 'indian edm']",Genesis 1:1,0.638,0.489,-6.206,0.0278,0.582,0.0,0.0965,0.548,106.915,152523,4,53
Tu Aake Dekhle,King,65,"['desi hip hop', 'desi pop', 'hindi hip hop']",The Carnival,0.77,0.84,-4.022,0.107,0.515,0.00452,0.145,0.192,96.012,270000,4,78
Pehli Baarish,Akanksha Bhandari,43,['himachali pop'],Pehli Baarish,0.584,0.342,-12.659,0.0331,0.842,0.0,0.18,0.574,91.974,157826,4,50
"Pyaar Mein Tere (From ""Date with College Senior"")",Ashish Singh Rawat,25,['new delhi indie'],"Pyaar Mein Tere (From ""Date with College Senior"")",0.7,0.422,-13.965,0.116,0.863,0.0115,0.838,0.633,93.982,148085,4,44
Tum Ho Yahaan,Abhilasha Sinha,32,"['indian indie', 'indian singer-songwriter']",Tum Ho Yahaan,0.504,0.548,-6.559,0.0296,0.803,0.0,0.324,0.279,162.997,196933,3,40
Aaya Na Tu,Arjun Kanungo,59,"['desi hip hop', 'desi pop', 'modern bollywood']",Aaya Na Tu,0.665,0.539,-7.213,0.0474,0.825,5.85e-06,0.121,0.368,110.101,210000,4,67
Chalo Chalein,Ritviz,61,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm']",Chalo Chalein,0.461,0.5,-9.828,0.0614,0.00243,0.03,0.116,0.572,76.176,184371,4,0
Aao Chalein,Taba Chake,40,"['indian indie', 'indian singer-songwriter', 'northeast indian indie']",Bombay Dreams,0.705,0.639,-7.367,0.0834,0.131,0.0298,0.222,0.825,127.502,185305,4,0
Sitaare,Nikhil D'Souza,58,"['desi pop', 'filmi', 'indian indie', 'modern bollywood', 'pakistani pop']",Sitaare - Single,0.651,0.274,-9.683,0.0314,0.699,3.12e-05,0.12,0.221,121.91,236394,4,40
Better Than It All,Raghav Meattle,34,"['indian indie', 'indian singer-songwriter', 'mumbai indie']",Songs From a Matchbox,0.678,0.657,-7.853,0.0795,0.286,0.0,0.117,0.798,67.501,181773,4,30
Dooba Dooba,Silk Route,36,"['filmi', 'indian indie', 'modern bollywood']",Boondein,0.716,0.562,-8.741,0.0315,0.529,0.000133,0.0928,0.533,105.004,303020,4,52
Noor,Lost Stories,45,"['hindi indie', 'indian edm', 'indian indie']",Noor,0.792,0.718,-4.619,0.044,0.39,7.5e-05,0.301,0.545,103.049,158447,4,51
Khwaab - Reprise,Anumita Nadesan,47,[],Khwaab (Reprise),0.611,0.462,-10.808,0.0281,0.526,0.000126,0.0933,0.673,114.016,202105,4,48
Urr Jaoon,Strings,40,"['classic pakistani pop', 'filmi', 'pakistani pop', 'pakistani rock']",Thirty,0.445,0.397,-8.213,0.026,0.16,0.00507,0.344,0.104,140.046,240426,4,37
Tere Bina,Zephyrtone,32,['indian edm'],Tere Bina,0.664,0.618,-10.224,0.0303,0.264,2.57e-06,0.142,0.573,144.031,152000,4,47
Give Me Some Sunshine,Suraj Jagan,50,"['filmi', 'modern bollywood']",3 Idiots,0.671,0.615,-7.992,0.0579,0.386,6.6e-06,0.106,0.566,97.999,245130,4,0
Badal Pe Paon Hai,Salim–Sulaiman,59,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",Chak De India,0.649,0.788,-9.607,0.0373,0.0717,0.00232,0.0936,0.869,104.999,243931,4,53
Behti Hawa Sa Tha Woh,Shaan,65,"['desi pop', 'filmi', 'modern bollywood']",3 Idiots (Original Motion Picture Soundtrack),0.623,0.474,-10.532,0.0382,0.384,2.39e-05,0.0931,0.379,139.981,302143,4,59
Jaane Nahin Denge Tujhe,Sonu Nigam,71,"['desi pop', 'filmi', 'modern bollywood']",3 Idiots (Original Motion Picture Soundtrack),0.347,0.555,-5.789,0.0612,0.524,0.0,0.164,0.522,76.644,211099,4,54
Mitwa,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),0.63,0.63,-7.525,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,382973,4,64
Ajab Si,KK,75,"['desi pop', 'filmi', 'modern bollywood']",Om Shanti Om,0.697,0.438,-8.411,0.0289,0.397,0.0,0.293,0.58,117.954,241668,4,72
Maa,Shankar Mahadevan,69,"['desi pop', 'filmi', 'modern bollywood']",Taare Zameen Par,0.392,0.256,-13.147,0.0369,0.728,9.46e-05,0.0462,0.154,67.609,310665,4,55
Luka Chuppi,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Rang De Basanti (Original Motion Picture Soundtrack),0.601,0.441,-8.946,0.0285,0.645,1.08e-06,0.0986,0.202,103.862,396507,4,57
Bum Bum Bole,Shaan,65,"['desi pop', 'filmi', 'modern bollywood']",Taare Zameen Par,0.818,0.768,-7.057,0.231,0.135,0.0,0.68,0.445,120.972,335833,4,50
Aal Izz Well,Sonu Nigam,71,"['desi pop', 'filmi', 'modern bollywood']",3 Idiots (Original Motion Picture Soundtrack),0.788,0.873,-6.602,0.151,0.397,0.0,0.182,0.619,120.013,276125,4,53
Tum Mile,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Tum Mile (Original Motion Picture Soundtrack),0.738,0.798,-6.663,0.0334,0.32,5.15e-06,0.31,0.793,123.01,343787,4,65
Pretty Woman,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Kal Ho Naa Ho (Original Motion Picture Soundtrack),0.677,0.942,-6.105,0.16,0.124,0.0132,0.0819,0.598,173.991,353880,4,56
Tera Hone Laga Hoon,Atif Aslam,72,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),0.684,0.771,-5.353,0.0307,0.548,0.0,0.112,0.539,119.982,299827,4,71
Taare Zameen Par,Shankar Mahadevan,69,"['desi pop', 'filmi', 'modern bollywood']",Taare Zameen Par,0.567,0.383,-11.301,0.0342,0.421,0.0,0.0873,0.33,143.736,428499,4,51
Kholo Kholo,Raman Mahadevan,40,['filmi'],Taare Zameen Par,0.539,0.313,-10.99,0.0337,0.0688,1.65e-05,0.0935,0.239,169.863,311986,4,53
Baatein Kuch Ankahee,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Life In A Metro (Original Motion Picture Soundtrack),0.658,0.537,-7.604,0.0281,0.156,2.88e-06,0.176,0.231,121.968,275413,4,54
Jashn-E-Bahaaraa,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Jodhaa Akbar (Original Motion Picture Soundtrack),0.7,0.343,-10.474,0.0308,0.767,0.0,0.0789,0.488,137.864,315173,4,69
Tu Jaane Na,Atif Aslam,72,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),0.702,0.86,-3.969,0.0345,0.361,1.33e-06,0.133,0.829,120.042,341933,4,70
Ajj Din Chadheya,Rahat Fateh Ali Khan,67,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",Love Aaj Kal (Original Motion Picture Soundtrack),0.585,0.688,-4.553,0.0722,0.551,6.7e-06,0.121,0.814,85.871,315013,4,48
Woh Ladki Hai Kahan,Shaan,65,"['desi pop', 'filmi', 'modern bollywood']",Dil Chahta Hai,0.786,0.677,-8.624,0.183,0.172,0.000104,0.0446,0.858,94.985,306133,4,62
Deewana Hai Dekho,Sandesh Shandilya,48,"['afghan pop', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),0.776,0.792,-5.619,0.18,0.167,1.96e-06,0.13,0.588,102.988,345267,4,55
Kuch To Hua Hai,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Kal Ho Naa Ho (Original Motion Picture Soundtrack),0.674,0.661,-7.973,0.0618,0.128,2.03e-05,0.283,0.458,95.967,319560,4,54
Aaoge Jab Tum,Rashid Khan,46,"['ghazal', 'hindustani classical', 'hindustani vocal', 'indian classical', 'khayal']",Jab We Met,0.645,0.459,-9.484,0.0296,0.185,0.0,0.132,0.379,119.987,355066,4,63
Main Agar Kahoon,Sonu Nigam,71,"['desi pop', 'filmi', 'modern bollywood']",Om Shanti Om,0.533,0.436,-7.521,0.0276,0.234,3.17e-06,0.46,0.371,146.868,308158,3,64
Yun Hi Chala Chal,Udit Narayan,72,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",Swades,0.822,0.687,-8.167,0.0421,0.0593,0.0,0.0609,0.816,106.47,446987,4,54
Roobaroo,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Rang De Basanti (Original Motion Picture Soundtrack),0.675,0.582,-8.891,0.0277,0.661,5.56e-06,0.0854,0.538,120.991,282973,4,58
In Dino,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Life In A Metro (Original Motion Picture Soundtrack),0.41,0.633,-6.989,0.0378,0.513,0.0,0.116,0.344,101.461,397027,4,57
Kaise Mujhe,Benny Dayal,66,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",Ghajini,0.59,0.414,-12.391,0.0346,0.781,0.000522,0.146,0.292,82.002,343742,4,60
Shukran Allah,Salim–Sulaiman,59,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",Kurbaan (Original Motion Picture Soundtrack),0.432,0.695,-8.022,0.111,0.732,0.0014,0.274,0.513,116.153,290053,3,63
Kal Ho Naa Ho,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Kal Ho Naa Ho (Original Motion Picture Soundtrack),0.532,0.529,-8.402,0.0352,0.334,0.000144,0.078,0.295,81.989,321240,4,65
You Are My Soniya,Sandesh Shandilya,48,"['afghan pop', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),0.853,0.785,-6.08,0.0619,0.29,0.0,0.0589,0.786,106.046,343613,4,57
Deewangi Deewangi,Shaan,65,"['desi pop', 'filmi', 'modern bollywood']",Om Shanti Om,0.725,0.918,-4.875,0.0447,0.0289,5.13e-06,0.602,0.927,107.975,352388,4,57
Such Keh Raha Hai,KK,75,"['desi pop', 'filmi', 'modern bollywood']",Rehnaa Hai Terre Dil Mein,0.797,0.306,-14.176,0.0487,0.337,0.0,0.169,0.519,124.003,328880,4,64
Aao Milo Chalo,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Jab We Met,0.504,0.787,-5.948,0.0605,0.412,0.0,0.323,0.49,114.772,325934,4,60
Jaane Kyon Log Pyar,Udit Narayan,72,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",Dil Chahta Hai,0.607,0.526,-9.111,0.066,0.0185,0.00173,0.227,0.341,190.019,289387,4,57
Tumhi Dekho Naa,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),0.525,0.448,-10.365,0.0391,0.572,1.51e-05,0.107,0.356,81.131,347453,4,59
Chak De India,Salim–Sulaiman,59,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",Chak De India,0.755,0.894,-8.544,0.0993,0.54,1.55e-05,0.141,0.799,104.985,283951,4,53
Dhadak Dhadak,Shankar,43,"['carnatic instrumental', 'ecm-style jazz', 'indian classical', 'indian instrumental', 'indian jazz', 'indian violin', 'modern bollywood']",Bunty Aur Babli,0.76,0.807,-5.603,0.0866,0.304,0.0,0.11,0.562,113.975,392411,4,44
Jab Se Tere Naina,Monty Sharma,47,"['desi pop', 'filmi', 'modern bollywood']",Saawariya (Original Motion Picture Soundtrack),0.599,0.653,-7.576,0.122,0.362,0.0,0.144,0.678,79.968,284573,4,62
Maahi Ve,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Kal Ho Naa Ho (Original Motion Picture Soundtrack),0.815,0.833,-6.117,0.0769,0.0297,2e-05,0.33,0.563,99.989,366853,4,61
Koi Kahe Kehta Rahe,Shankar Mahadevan,69,"['desi pop', 'filmi', 'modern bollywood']",Dil Chahta Hai,0.749,0.734,-7.058,0.0594,0.00166,6.48e-06,0.108,0.652,131.975,346200,4,56
Mera Jahan,Adnan Sami,57,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood']",Taare Zameen Par,0.513,0.295,-11.242,0.034,0.662,0.00019,0.0854,0.412,144.909,402728,3,44
Baatein Kuch Ankahee Si - Unplugged,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Life In A Metro (Original Motion Picture Soundtrack),0.71,0.229,-9.756,0.031,0.763,0.0,0.114,0.448,122.929,258800,4,48
Khwaja Mere Khwaja,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Jodhaa Akbar (Original Motion Picture Soundtrack),0.565,0.55,-8.003,0.0333,0.239,0.0,0.132,0.26,122.06,416573,4,56
Maula Mere Lele Meri Jaan,Salim–Sulaiman,59,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",Chak De India,0.636,0.41,-10.372,0.0277,0.941,0.000717,0.125,0.516,115.003,288366,1,51
Yeh Tara Woh Tara,Udit Narayan,72,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",Swades,0.751,0.438,-8.715,0.0362,0.459,0.0,0.103,0.609,129.956,432067,4,41
Na Tum Jano Na Hum,Lucky Ali,57,"['desi pop', 'filmi', 'modern bollywood']",Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack),0.515,0.519,-11.197,0.0397,0.323,0.000657,0.0566,0.582,89.499,383213,4,45
Kabhi Alvida Naa Kehna,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),0.365,0.407,-10.352,0.0424,0.752,0.00129,0.212,0.464,149.161,483920,4,56
Dil Chahta Hai,Shankar Mahadevan,69,"['desi pop', 'filmi', 'modern bollywood']",Dil Chahta Hai,0.813,0.554,-9.105,0.04,0.0906,1.23e-06,0.0629,0.782,103.953,310080,4,56
"Main Jahaan Rahoon (From ""Namastey London"")",Rahat Fateh Ali Khan,67,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",Namastey London,0.584,0.556,-8.98,0.0514,0.362,2.9e-05,0.13,0.517,103.739,382493,4,43
Beete Lamhein,KK,75,"['desi pop', 'filmi', 'modern bollywood']",The Train,0.257,0.583,-8.185,0.0429,0.603,0.000289,0.146,0.217,160.127,298272,4,67
O Paalanhaare,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Lagaan (Original Motion Picture Soundtrack),0.461,0.336,-10.632,0.0423,0.895,0.0,0.294,0.176,81.846,318947,4,51
O Meri Jaan,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Life In A Metro (Original Motion Picture Soundtrack),0.53,0.795,-6.547,0.0314,0.17,2.81e-05,0.157,0.546,150.009,305600,4,57
Kaho Naa Pyar Hai - Happy,Udit Narayan,72,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",Kaho Naa Pyar Hai,0.655,0.857,-7.67,0.0623,0.0847,0.0345,0.0454,0.835,130.607,423667,4,0
Zara Zara,Bombay Jayashri,59,"['carnatic', 'carnatic vocal', 'filmi', 'indian classical', 'tamil pop']",Rehnaa Hai Terre Dil Mein,0.643,0.268,-15.073,0.09,0.593,2.06e-06,0.316,0.62,143.813,298266,4,58
Kal Ho Naa Ho - Sad,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Kal Ho Naa Ho (Original Motion Picture Soundtrack),0.585,0.467,-7.957,0.0307,0.347,0.000201,0.0878,0.354,77.985,335160,4,49
Abhi Abhi,KK,75,"['desi pop', 'filmi', 'modern bollywood']",Jism 2,0.408,0.644,-4.276,0.053,0.158,2.32e-06,0.0822,0.268,143.507,342703,4,49
Alvida,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Life In A Metro (Original Motion Picture Soundtrack),0.287,0.654,-5.57,0.0374,0.593,7.3e-06,0.11,0.241,84.015,338587,4,63
Radha Kaise Na Jale,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Lagaan (Original Motion Picture Soundtrack),0.729,0.505,-9.236,0.323,0.229,0.0,0.0975,0.723,148.435,334707,3,55
Yeh Ladka Hai Allah,Jatin-Lalit,62,"['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),0.646,0.908,-4.68,0.0988,0.419,1.57e-06,0.381,0.881,104.238,327227,4,58
It's the Time to Disco,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Kal Ho Naa Ho (Original Motion Picture Soundtrack),0.902,0.772,-8.29,0.0383,0.0452,0.000129,0.12,0.808,131.992,333093,4,60
"Say ""Shava Shava""",Aadesh Shrivastava,40,"['classic bollywood', 'filmi', 'modern bollywood']",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),0.665,0.908,-4.804,0.188,0.0503,0.0,0.0798,0.694,98.811,408920,4,55
Ye Ishq Hai,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Jab We Met,0.823,0.638,-7.126,0.159,0.434,2.09e-06,0.255,0.882,118.045,280974,4,63
Dhoom Taana,Shreya Ghoshal,77,"['desi pop', 'filmi', 'modern bollywood']",Om Shanti Om,0.8,0.881,-6.077,0.0502,0.127,0.00011,0.0976,0.81,107.998,373357,4,51
Jag Soona Soona Lage,Rahat Fateh Ali Khan,67,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",Om Shanti Om,0.563,0.71,-6.212,0.0592,0.0663,0.0,0.105,0.262,133.873,329429,4,56
Dil Ne Dil Ko Pukara-Babul Supriyo And Chorus,Babul Supriyo,48,"['classic bollywood', 'filmi', 'ghazal', 'modern bollywood']",Kaho Naa Pyar Hai,0.581,0.977,-9.84,0.164,0.0124,0.126,0.691,0.28,135.026,476453,4,0
Lamha Lamha,Abhijeet,63,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",Gangster,0.495,0.402,-7.866,0.028,0.366,0.0,0.128,0.464,82.955,324587,4,47
Kaisi Hai Ye Rut,Srinivas,56,"['filmi', 'mollywood', 'tamil pop']",Dil Chahta Hai,0.564,0.612,-9.119,0.0312,0.551,1.12e-05,0.0915,0.13,126.899,328067,4,49
Inn Lamhon Ke Daaman Mein,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Jodhaa Akbar (Original Motion Picture Soundtrack),0.41,0.394,-7.986,0.0336,0.453,2.3e-06,0.104,0.196,149.341,397827,4,54
Vande Mataram,Sandesh Shandilya,48,"['afghan pop', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),0.352,0.652,-5.402,0.0473,0.327,2.71e-06,0.0839,0.297,103.999,255267,4,40
Chand Sitare,Kumar Sanu,68,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",Kaho Naa Pyar Hai,0.546,0.41,-14.42,0.0995,0.157,0.000495,0.577,0.781,78.291,398053,4,0
Guzarish,Javed Ali,67,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",Ghajini,0.595,0.624,-10.943,0.0603,0.0925,0.0,0.114,0.647,170.001,327030,4,62
Zara Sa,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Jannat (Original Motion Picture Soundtrack),0.468,0.91,-3.057,0.051,0.12,0.000304,0.271,0.694,163.842,303680,4,72
Do Pal,Madan Mohan,53,"['classic bollywood', 'desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Veer - Zaara,0.247,0.556,-7.514,0.0376,0.635,0.000436,0.146,0.371,168.823,265927,4,60
Yeh Jo Des Hai Tera,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Swades,0.64,0.357,-10.582,0.0321,0.433,1.37e-05,0.127,0.148,124.518,388107,4,47
Maula,Ali Azmat,45,"['classic pakistani pop', 'pakistani pop', 'sufi']",Jism 2,0.634,0.652,-3.743,0.0418,0.149,0.000271,0.07,0.314,144.019,308196,4,54
Rehnaa Hai Tere Dil Mein,Sonu Nigam,71,"['desi pop', 'filmi', 'modern bollywood']",Rehnaa Hai Terre Dil Mein,0.789,0.583,-10.975,0.0536,0.285,0.0,0.062,0.885,100.02,307373,4,44
Kaise Mein Kahun Tujhse,KK,75,"['desi pop', 'filmi', 'modern bollywood']",Rehnaa Hai Terre Dil Mein,0.613,0.108,-15.73,0.0289,0.573,0.0,0.0565,0.779,85.941,64773,4,51
Teri Ore,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Singh is Kinng (Original Motion Picture Soundtrack),0.484,0.797,-4.629,0.0972,0.172,0.0,0.267,0.699,83.542,339592,4,44
Tu Bin Bataye,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Rang De Basanti (Original Motion Picture Soundtrack),0.528,0.427,-10.848,0.0325,0.399,0.0188,0.0931,0.11,120.076,357627,4,48
Main Yahaan Hoon,Madan Mohan,53,"['classic bollywood', 'desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Veer - Zaara,0.484,0.788,-7.625,0.0565,0.69,0.0132,0.0939,0.741,171.973,295158,4,63
Kaho Naa Pyar Hai - Sad,Udit Narayan,72,"['chutney', 'classic bollywood', 'desi pop', 'filmi']",Kaho Naa Pyar Hai,0.185,0.327,-7.841,0.0337,0.622,1.13e-06,0.295,0.376,82.116,68547,5,0
Chup Chup Ke,Shankar,43,"['carnatic instrumental', 'ecm-style jazz', 'indian classical', 'indian instrumental', 'indian jazz', 'indian violin', 'modern bollywood']",Bunty Aur Babli,0.715,0.743,-7.491,0.0337,0.339,0.00217,0.0983,0.259,116.962,433920,4,47
Dilko Tumse Pyar Hua,Roop Kumar Rathod,62,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",Rehnaa Hai Terre Dil Mein,0.664,0.384,-16.858,0.0751,0.629,0.0,0.146,0.688,149.945,331468,4,50
Dhol Yaara Dhol,Shilpa Rao,64,"['filmi', 'modern bollywood']",Dev D,0.628,0.474,-7.883,0.0322,0.566,4.31e-05,0.0741,0.201,107.978,248128,4,36
Bole Chudiyan,Jatin-Lalit,62,"['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),0.59,0.875,-5.294,0.171,0.45,1.18e-05,0.164,0.736,96.915,408133,4,63
Tu Hi Meri Shab Hai,KK,75,"['desi pop', 'filmi', 'modern bollywood']",Gangster,0.568,0.726,-6.087,0.0366,0.491,0.000764,0.122,0.564,118.842,387947,4,67
Ik Onkar,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Rang De Basanti (Original Motion Picture Soundtrack),0.399,0.218,-12.295,0.0384,0.962,0.0,0.108,0.15,85.863,88373,4,48
Nagada Nagada,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Jab We Met,0.757,0.942,-4.13,0.0461,0.158,0.00784,0.507,0.728,120.004,228469,4,53
Tere Liye,Madan Mohan,53,"['classic bollywood', 'desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Veer - Zaara,0.525,0.46,-8.594,0.0246,0.826,0.00202,0.139,0.33,98.007,331677,4,60
Kajra Re,Shankar,43,"['carnatic instrumental', 'ecm-style jazz', 'indian classical', 'indian instrumental', 'indian jazz', 'indian violin', 'modern bollywood']",Bunty Aur Babli,0.484,0.898,-4.132,0.164,0.365,0.0,0.091,0.68,91.975,482586,4,56
Suraj Hua Maddham,Sandesh Shandilya,48,"['afghan pop', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),0.633,0.691,-5.851,0.0557,0.329,0.000211,0.134,0.57,80.002,427547,4,57
